ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,СЕРЕДНЯ ЦІНА,СЕРЕДНЯ ЦІНА ПО НАПРЯМКУ,МЕДІАННА ЦІНА ПО НАПРЯМКУ,ВІДХИЛЕННЯ ВІД СЕРЕДНЬОЇ ЦІНИ,ВІДХИЛЕННЯ ВІД МЕДІАННОЇ ЦІНИ,% ВІДХИЛЕННЯ ВІД МЕДІАНИ,ПОЗИЦІЯ ЗА ЦІНОЮ В НАПРЯМКУ,РІЗНИЦЯ ДО МІНІМАЛЬНОЇ ЦІНИ,ЗАГАЛЬНИЙ VALUE SCORE,СЕРЕДНІЙ VALUE SCORE ПО РИНКУ,ВІДХИЛЕННЯ VALUE ВІД РИНКУ,ПОЗИЦІОНУВАННЯ,КІЛЬКІСТЬ ТУРІВ В НАПРЯМКУ,КІЛЬКІСТЬ ТУРІВ EUROTRIPS,КІЛЬКІСТЬ КОНКУРЕНТНИХ ТУРІВ,ЧАСТКА EUROTRIPS,ЧАСТКА КОНКУРЕНТІВ
ADR-128,Дорогами казкової Німеччини: Мюнхен + замок Нойшванштайн  ,COMPETITOR,Adriatic,Німеччина,279,238,237,41,42,"17,60%",14,160,"0,70","0,70",-1%,ДОРОГИЙ,18,0,18,"0,00","1,00"
ADR-129,Європейський випускний: Краків - Прага - Відень - Будапешт,COMPETITOR,Adriatic,Австрія,185,210,199,-25,-14,"-7,04%",19,90,"0,73","0,63",9%,РИНКОВА ЦІНА,39,3,36,"0,08","0,92"
ADR-130,Дитячі пригоди в Італії + парки розваг Гардаленд та Леоландія  ,COMPETITOR,Adriatic,Італія,225,340,338,-115,-113,"-33,38%",21,86,"0,61","0,63",-2%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ADR-131,Наша Хорватська відпустка  ,COMPETITOR,Adriatic,Хорватія,682,379,365,302,317,"86,97%",9,528,"0,23","0,55",-31%,ДОРОГИЙ,9,0,9,"0,00","1,00"
ADR-132,Італія серце Адріатики: 5 ночей на морі в Лідо ді Єзоло  ,COMPETITOR,Adriatic,Італія,454,340,338,114,116,"34,42%",87,315,"0,56","0,63",-7%,ДОРОГИЙ,106,11,95,"0,10","0,90"
ADR-133,"Марципанові канікули в Угорщині: Будапешт, Сентендре + аквапарк Aquasziget, зоопарк Шошто  ",COMPETITOR,Adriatic,Угорщина,172,162,159,10,13,"8,01%",8,83,"0,72","0,63",9%,РИНКОВА ЦІНА,12,2,10,"0,17","0,83"
ADR-134,Барселона - серце Каталонії  ,COMPETITOR,Adriatic,Іспанія,415,538,505,-123,-90,"-17,74%",7,73,"0,64","0,64",1%,ДЕШЕВИЙ,22,2,20,"0,09","0,91"
ADR-135,Літня відпустка в Албанії  ,COMPETITOR,Adriatic,Албанія,610,514,523,96,87,"16,65%",8,295,"0,55","0,64",-9%,ДОРОГИЙ,9,0,9,"0,00","1,00"
ADR-136,"Рандеву в Парижі + Ельзас = 5 днів у Франції (Нормандія, Замки Луари, Мон-Сен-Мішель + 2 парки розваг) ",COMPETITOR,Adriatic,Франція,457,366,352,91,105,"29,83%",60,260,"0,71","0,70",1%,ДОРОГИЙ,71,3,68,"0,04","0,96"
DAV-1,Празький вікенд з Києва,COMPETITOR,DavClub,Чехія,199,204,199,-5,0,"0,00%",11,104,"0,64","0,68",-4%,РИНКОВА ЦІНА,22,3,19,"0,14","0,86"
DAV-2,Європейський вікенд,COMPETITOR,DavClub,Чехія,229,204,199,25,30,"15,08%",15,134,"0,62","0,68",-6%,ДОРОГИЙ,22,3,19,"0,14","0,86"
DAV-3,Грецькі Канікули (Олімпійська Рив'єра) 2025,COMPETITOR,DavClub,Греція,342,420,407,-78,-65,"-15,87%",11,137,"0,58","0,54",4%,ДЕШЕВИЙ,28,2,26,"0,07","0,93"
DAV-4,Bella Італія - відпочинок на морі,COMPETITOR,DavClub,Італія,595,340,338,255,257,"76,17%",104,456,"0,28","0,63",-35%,ДОРОГИЙ,106,11,95,"0,10","0,90"
DAV-5,Грецькі Канікули (Олімпійська Рив'єра) 2025,COMPETITOR,DavClub,Греція,394,420,407,-26,-13,"-3,08%",14,189,"0,63","0,54",8%,РИНКОВА ЦІНА,28,2,26,"0,07","0,93"
DAV-6,Молодіжний центр Orfeas Olympic Camp у Греції 2025,COMPETITOR,DavClub,Греція,700,420,407,280,294,"72,20%",27,495,"0,31","0,54",-23%,ДОРОГИЙ,28,2,26,"0,07","0,93"
DAV-7,Чарівна Італія з Одеси,COMPETITOR,DavClub,Італія,478,340,338,138,140,"41,38%",90,339,"0,48","0,63",-15%,ДОРОГИЙ,106,11,95,"0,10","0,90"
DAV-8,Альпійський вікенд,COMPETITOR,DavClub,Австрія,289,210,199,79,90,"45,23%",33,194,"0,47","0,63",-16%,ДОРОГИЙ,39,3,36,"0,08","0,92"
DAV-9,Казкова Угорщина + Відень,COMPETITOR,DavClub,Італія,219,340,338,-121,-119,"-35,16%",16,80,"0,55","0,63",-8%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
DAV-10,"Мріючи про нього: Амстердам, Брюссель, Париж, Люксембург, Прага і Берлін!",COMPETITOR,DavClub,Франція,452,366,352,86,100,"28,41%",58,255,"0,77","0,70",7%,ДОРОГИЙ,71,3,68,"0,04","0,96"
DAV-11,Казкова Угорщина + Відень,COMPETITOR,DavClub,Угорщина,219,162,159,57,60,"37,52%",10,130,"0,54","0,63",-9%,ДОРОГИЙ,12,2,10,"0,17","0,83"
ITR-1,Неповторна Баварія + Прага та Відень,COMPETITOR,ITravel,Австрія,169,210,199,-41,-30,"-15,08%",15,74,"0,71","0,63",8%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
ITR-2,"VIVA Італія! Венеція, Мілан, озера Гарда та Комо",COMPETITOR,ITravel,Італія,189,340,338,-151,-149,"-44,04%",10,50,"0,59","0,63",-4%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-3,Баварська мрія,COMPETITOR,ITravel,Австрія,269,210,199,59,70,"35,18%",31,174,"0,63","0,63",-1%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-4,Париж та голуби: 3 дні в Парижі (без нічних переїздів),COMPETITOR,ITravel,Франція,389,366,352,23,37,"10,51%",41,192,"0,79","0,70",9%,РИНКОВА ЦІНА,71,3,68,"0,04","0,96"
ITR-5,"Три бажання: Краків, Прага та Відень",COMPETITOR,ITravel,Австрія,120,210,199,-90,-79,"-39,70%",6,25,"0,59","0,63",-4%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
ITR-6,Амстердамський експрес,COMPETITOR,ITravel,Німеччина,239,238,237,1,2,"0,74%",10,120,"0,74","0,70",3%,РИНКОВА ЦІНА,18,0,18,"0,00","1,00"
ITR-7,Круасани і тюльпани: Амстердам + Париж,COMPETITOR,ITravel,Бельгія,369,376,367,-7,3,"0,68%",3,40,"0,72","0,75",-3%,РИНКОВА ЦІНА,4,0,4,"0,00","1,00"
ITR-8,Голландський калейдоскоп,COMPETITOR,ITravel,Німеччина,329,238,237,91,92,"38,67%",17,210,"0,56","0,70",-15%,ДОРОГИЙ,18,0,18,"0,00","1,00"
ITR-9,"Столичні пригоди: Будапешт, Відень, Прага + Краків!",COMPETITOR,ITravel,Австрія,179,210,199,-31,-20,"-10,05%",18,84,"0,72","0,63",8%,РИНКОВА ЦІНА,39,3,36,"0,08","0,92"
ITR-10,Словацька мелодія з Віденським шармом!,COMPETITOR,ITravel,Австрія,239,210,199,29,40,"20,10%",27,144,"0,70","0,63",7%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-11,Кураж столицями,COMPETITOR,ITravel,Австрія,159,210,199,-51,-40,"-20,10%",10,64,"0,65","0,63",1%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
ITR-12,Угорський танок: Будапешт і Відень,COMPETITOR,ITravel,Австрія,139,210,199,-71,-60,"-30,15%",7,44,"0,61","0,63",-3%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
ITR-13,"Європейська розкіш – Ніцца, Монако, Портофіно…",COMPETITOR,ITravel,Італія,219,340,338,-121,-119,"-35,16%",16,80,"0,64","0,63",1%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-14,Лазурний МЕГАтур,COMPETITOR,ITravel,Італія,399,340,338,59,61,"18,13%",79,260,"0,71","0,63",8%,ДОРОГИЙ,106,11,95,"0,10","0,90"
ITR-15,Лазурний шик: 2 дні на Рив'єрі,COMPETITOR,ITravel,Італія,329,340,338,-11,-9,"-2,59%",50,190,"0,73","0,63",10%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
ITR-16,Джульєтта і гондоли,COMPETITOR,ITravel,Італія,139,340,338,-201,-199,"-58,85%",1,0,"0,41","0,63",-22%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-17,"Спокусливе тріо: Венеція, Ніцца, Барселона",COMPETITOR,ITravel,Іспанія,469,538,505,-69,-36,"-7,04%",10,127,"0,72","0,64",8%,РИНКОВА ЦІНА,22,2,20,"0,09","0,91"
ITR-18,"Тисячі лайків: Венеція, Рим, Флоренцію, Піза",COMPETITOR,ITravel,Італія,239,340,338,-101,-99,"-29,24%",26,100,"0,63","0,63",-1%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-19,Італійська симфонія: Венеція + Доломітові Альпи,COMPETITOR,ITravel,Австрія,214,210,199,4,15,"7,54%",23,119,"0,75","0,63",12%,РИНКОВА ЦІНА,39,3,36,"0,08","0,92"
ITR-20,Доломітові Альпи - мандрівка серед величі вершин,COMPETITOR,ITravel,Австрія,349,210,199,139,150,"75,38%",37,254,"0,51","0,63",-12%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-21,Альпійський експрес: Швейцарія + Австрія,COMPETITOR,ITravel,Австрія,319,210,199,109,120,"60,30%",34,224,"0,58","0,63",-5%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-22,"Тур-де-Круасан: Париж (4 дні), Нормандія, замки Луари",COMPETITOR,ITravel,Австрія,359,210,199,149,160,"80,40%",38,264,"0,41","0,63",-23%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-23,"Їж.Люби.Подорожуй: Венеція, Рим 2 ночі, Флоренцію, Піза",COMPETITOR,ITravel,Італія,343,340,338,3,5,"1,55%",56,204,"0,74","0,63",11%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
ITR-24,Альпійська красуня – Швейцарія,COMPETITOR,ITravel,Австрія,279,210,199,69,80,"40,20%",32,184,"0,57","0,63",-6%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-25,"Романтичний мікс: Кельн, Люксембург, Страсбург",COMPETITOR,ITravel,Німеччина,299,238,237,61,62,"26,03%",16,180,"0,67","0,70",-3%,ДОРОГИЙ,18,0,18,"0,00","1,00"
ITR-26,"VIVA Італія! Венеція, Мілан, озера Гарда та Комо",COMPETITOR,ITravel,Італія,189,340,338,-151,-149,"-44,04%",10,50,"0,59","0,63",-4%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-27,Benelux - таємниці трьох країн,COMPETITOR,ITravel,Бельгія,329,376,367,-47,-38,"-10,23%",1,0,"0,78","0,75",3%,РИНКОВА ЦІНА,4,0,4,"0,00","1,00"
ITR-28,Європейська відпустка у Europa Park,COMPETITOR,ITravel,Австрія,339,210,199,129,140,"70,35%",36,244,"0,56","0,63",-7%,ДОРОГИЙ,39,3,36,"0,08","0,92"
ITR-29,Берлінський експресс,COMPETITOR,ITravel,Німеччина,119,238,237,-119,-118,"-49,84%",1,0,"0,51","0,70",-19%,ДЕШЕВИЙ,18,0,18,"0,00","1,00"
ITR-30,Лазурний шик: 2 дні на Рив’єрі,COMPETITOR,ITravel,Італія,329,340,338,-11,-9,"-2,59%",50,190,"0,73","0,63",10%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
ITR-31,"Кава та круасан: Відень, Париж, Зальцбург",COMPETITOR,ITravel,Франція,249,366,352,-117,-103,"-29,26%",8,52,"0,62","0,70",-8%,ДЕШЕВИЙ,71,3,68,"0,04","0,96"
ITR-32,"Європейські канікули – Прага, Париж, Берлін",COMPETITOR,ITravel,Франція,219,366,352,-147,-133,"-37,78%",2,22,"0,63","0,70",-7%,ДЕШЕВИЙ,71,3,68,"0,04","0,96"
ITR-33,Італійська симфонія: Венеція + Доломітові Альпи,COMPETITOR,ITravel,Італія,214,340,338,-126,-124,"-36,64%",15,75,"0,63","0,63",0%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-34,Канікули у Данії: Legoland,COMPETITOR,ITravel,Німеччина,269,238,237,31,32,"13,38%",13,150,"0,71","0,70",1%,РИНКОВА ЦІНА,18,0,18,"0,00","1,00"
ITR-35,Паризька мрія – 3 дні в Парижі!,COMPETITOR,ITravel,Франція,269,366,352,-97,-83,"-23,58%",14,72,"0,63","0,70",-7%,ДЕШЕВИЙ,71,3,68,"0,04","0,96"
ITR-36,"Смак Франції: Париж, Нормандія, Ельзас",COMPETITOR,ITravel,Франція,319,366,352,-47,-33,"-9,38%",24,122,"0,73","0,70",3%,РИНКОВА ЦІНА,71,3,68,"0,04","0,96"
ITR-37,МЕГАтур до Чорногорії,COMPETITOR,ITravel,Болгарія,429,387,387,42,42,"10,78%",2,84,"0,63","0,70",-7%,РИНКОВА ЦІНА,2,0,2,"0,00","1,00"
ITR-38,Джульєтта і гондоли,COMPETITOR,ITravel,Італія,139,340,338,-201,-199,"-58,85%",1,0,"0,46","0,63",-17%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-39,"Тисячі лайків: Венеція, Рим, Піза Флоренція",COMPETITOR,ITravel,Італія,239,340,338,-101,-99,"-29,24%",26,100,"0,63","0,63",-1%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-40,На вікенд до двох сестер: Латвія-Литва,COMPETITOR,ITravel,Литва,160,152,160,8,0,"0,00%",2,40,"0,74","0,69",4%,РИНКОВА ЦІНА,3,0,3,"0,00","1,00"
ITR-41,Балтійські пригоди,COMPETITOR,ITravel,Литва,175,152,160,23,15,"9,38%",3,55,"0,73","0,69",4%,РИНКОВА ЦІНА,3,0,3,"0,00","1,00"
ITR-42,"Балтійські Скарби + круїз до Стокгольму : Таллін, Стокгольм, Рига",COMPETITOR,ITravel,Швеція,300,336,290,-36,11,"3,63%",5,135,"0,67","0,58",9%,РИНКОВА ЦІНА,8,0,8,"0,00","1,00"
ITR-43,"Європейська розкіш – Ніцца, Монако, Портофіно…",COMPETITOR,ITravel,Італія,219,340,338,-121,-119,"-35,16%",16,80,"0,64","0,63",1%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
ITR-44,Чудовий мікс - Чорногорія+Албанія з відпочинком на морі,COMPETITOR,ITravel,Чорногорія,409,364,369,45,40,"10,84%",10,158,"0,59","0,63",-3%,РИНКОВА ЦІНА,13,1,12,"0,08","0,92"
ITR-45,Румунський експрес,COMPETITOR,ITravel,Румунія,155,167,160,-12,-5,"-3,13%",9,56,"0,77","0,68",9%,РИНКОВА ЦІНА,21,3,18,"0,14","0,86"
ITR-46,"Їж.Люби.Подорожуй: Любляна, Венеція, Рим 2 дні, Флоренція",COMPETITOR,ITravel,Італія,343,340,338,3,5,"1,55%",56,204,"0,77","0,63",14%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
ITR-47,Релакс у Чехії та Угорщині,COMPETITOR,ITravel,Австрія,169,210,199,-41,-30,"-15,08%",15,74,"0,67","0,63",3%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
ITR-48,Зеленими берегами Корфу,COMPETITOR,ITravel,Греція,538,420,407,118,131,"32,23%",23,333,"0,49","0,54",-5%,ДОРОГИЙ,28,2,26,"0,07","0,93"
ITR-49,Містична Трансільванія та Трансфагараш,COMPETITOR,ITravel,Румунія,200,167,160,33,40,"25,00%",18,101,"0,58","0,68",-10%,ДОРОГИЙ,21,3,18,"0,14","0,86"
ITR-50,Казки старої Німеччини,COMPETITOR,ITravel,Німеччина,339,238,237,101,102,"42,89%",18,220,"0,60","0,70",-10%,ДОРОГИЙ,18,0,18,"0,00","1,00"
ITR-51,Лавандове серце Франції – Валансоль + Лазурове узбережжя,COMPETITOR,ITravel,Франція,329,366,352,-37,-23,"-6,53%",26,132,"0,71","0,70",1%,РИНКОВА ЦІНА,71,3,68,"0,04","0,96"
ITR-52,Доломітові Альпи – мандрівка серед величі вершин,COMPETITOR,ITravel,Італія,349,340,338,9,11,"3,33%",58,210,"0,80","0,63",17%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
ITR-53,На зустріч до Афродіти,COMPETITOR,ITravel,Греція,732,420,407,312,326,"80,07%",28,527,"0,25","0,54",-29%,ДОРОГИЙ,28,2,26,"0,07","0,93"
ITR-54,Халкідіки. Ідеальна грецька відпустка,COMPETITOR,ITravel,Греція,552,420,407,132,145,"35,67%",24,347,"0,46","0,54",-8%,ДОРОГИЙ,28,2,26,"0,07","0,93"
RIC-1,Дивовижна Хорватія,COMPETITOR,Rich Tour,Хорватія,274,379,365,-105,-91,"-24,83%",3,120,"0,60","0,55",6%,ДЕШЕВИЙ,9,0,9,"0,00","1,00"
RIC-2,ПІВДЕНЬ ІТАЛІЇ - ТІРРЕНСЬКЕ МОРЕ,COMPETITOR,Rich Tour,Італія,484,340,338,144,146,"43,30%",92,345,"0,45","0,63",-18%,ДОРОГИЙ,106,11,95,"0,10","0,90"
RIC-3,Сонячні пляжі Ріміні - Італія,COMPETITOR,Rich Tour,Італія,435,340,338,95,97,"28,65%",82,296,"0,52","0,63",-11%,ДОРОГИЙ,106,11,95,"0,10","0,90"
RIC-4,МОРЕ ГРЕЦІЇ,COMPETITOR,Rich Tour,Греція,477,420,407,57,71,"17,34%",18,272,"0,55","0,54",1%,ДОРОГИЙ,28,2,26,"0,07","0,93"
RIC-5,Подих Адріатики – Чорногорія,COMPETITOR,Rich Tour,Чорногорія,384,364,369,19,15,"3,93%",8,133,"0,63","0,63",0%,РИНКОВА ЦІНА,13,1,12,"0,08","0,92"
RIC-6,Під небом ПАРИЖУ + Прага і Дрезден,COMPETITOR,Rich Tour,Франція,440,366,352,73,88,"24,86%",54,242,"0,60","0,70",-10%,ДОРОГИЙ,71,3,68,"0,04","0,96"
RIC-7,В гостях у Нідерландської корони,COMPETITOR,Rich Tour,Нідерланди,439,349,348,90,92,"26,33%",27,244,"0,65","0,70",-5%,ДОРОГИЙ,32,1,31,"0,03","0,97"
RIC-8,Мрія блогерів: Венеція + Альпи,COMPETITOR,Rich Tour,Італія,357,340,338,17,19,"5,70%",64,218,"0,67","0,63",4%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
RIC-9,Від Провансу до Швейцарських вершин,COMPETITOR,Rich Tour,Швейцарія,385,333,334,52,52,"15,44%",22,197,"0,72","0,74",-3%,ДОРОГИЙ,29,1,28,"0,03","0,97"
RIC-10,Скандинавська сага,COMPETITOR,Rich Tour,Польща,685,189,147,496,538,"365,99%",16,586,"-0,89","0,60",-149%,ДОРОГИЙ,16,4,12,"0,25","0,75"
TAN-1,Відень та Прага - імперії королів,COMPETITOR,Tango Travel,Австрія,95,210,199,-115,-104,"-52,26%",1,0,"0,51","0,63",-12%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
TAN-2,"Театр вражень - Венеція, Верона та Мілан!",COMPETITOR,Tango Travel,Італія,168,340,338,-172,-170,"-50,26%",7,29,"0,53","0,63",-10%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
TAN-3,Будапешт - мій найкращий вікенд! ,COMPETITOR,Tango Travel,Угорщина,110,162,159,-52,-49,"-30,93%",4,21,"0,59","0,63",-4%,ДЕШЕВИЙ,12,2,10,"0,17","0,83"
TAN-4,Ключ в Європу : Будапешт + Відень,COMPETITOR,Tango Travel,Австрія,115,210,199,-95,-84,"-42,21%",5,20,"0,59","0,63",-4%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
TAN-5,Прага та Дрезден #нашілюдивсюди,COMPETITOR,Tango Travel,Чехія,95,204,199,-109,-104,"-52,26%",1,0,"0,51","0,68",-16%,ДЕШЕВИЙ,22,3,19,"0,14","0,86"
TAN-6,"Quattro Formaggi. Венеція, Флоренція і Рим",COMPETITOR,Tango Travel,Італія,188,340,338,-152,-150,"-44,34%",9,49,"0,51","0,63",-12%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
TAN-7,Відень неперевершений!,COMPETITOR,Tango Travel,Австрія,167,210,199,-43,-32,"-16,08%",13,72,"0,62","0,63",-1%,ДЕШЕВИЙ,39,3,36,"0,08","0,92"
TAN-8,Мої голландські тюльпанчики,COMPETITOR,Tango Travel,Нідерланди,195,349,348,-154,-153,"-43,88%",1,0,"0,50","0,70",-19%,ДЕШЕВИЙ,32,1,31,"0,03","0,97"
TAN-9,"L'amour en trois: ти, я і Париж!",COMPETITOR,Tango Travel,Франція,268,366,352,-98,-84,"-23,86%",13,71,"0,63","0,70",-7%,ДЕШЕВИЙ,71,3,68,"0,04","0,96"
TAN-10,Румунія - любов з першого погляду. Бухарест і замки,COMPETITOR,Tango Travel,Румунія,145,167,160,-22,-15,"-9,38%",7,46,"0,71","0,68",3%,РИНКОВА ЦІНА,21,3,18,"0,14","0,86"
TAN-11,"Стихія моря: Таллінн, Стокгольм, Рига",COMPETITOR,Tango Travel,Швеція,165,336,290,-171,-125,"-43,01%",1,0,"0,52","0,58",-6%,ДЕШЕВИЙ,8,0,8,"0,00","1,00"
TAN-12,Магія Балтійського моря. Круїз Таллінн-Стокгольм,COMPETITOR,Tango Travel,Швеція,238,336,290,-98,-52,"-17,79%",2,73,"0,67","0,58",9%,ДЕШЕВИЙ,8,0,8,"0,00","1,00"
TAN-13,Нідерланди. I♥Аmsterdam,COMPETITOR,Tango Travel,Нідерланди,265,349,348,-84,-83,"-23,74%",6,70,"0,60","0,70",-10%,ДЕШЕВИЙ,32,1,31,"0,03","0,97"
TAN-14,"50 відтінків літа! Італія, Адріатичне море",COMPETITOR,Tango Travel,Італія,249,340,338,-91,-89,"-26,28%",31,110,"0,56","0,63",-7%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
TAN-15,Подорож у серце Трансільванії,COMPETITOR,Tango Travel,Румунія,120,167,160,-47,-40,"-25,00%",2,21,"0,61","0,68",-7%,ДЕШЕВИЙ,21,3,18,"0,14","0,86"
TAN-16,"Північний круїз: Таллінн, Гельсінкі, Стокгольм",COMPETITOR,Tango Travel,Швеція,279,336,290,-57,-11,"-3,63%",4,114,"0,64","0,58",6%,РИНКОВА ЦІНА,8,0,8,"0,00","1,00"
TAN-17,Містичний вікенд в Трансильванії,COMPETITOR,Tango Travel,Румунія,160,167,160,-7,0,"0,00%",11,61,"0,69","0,68",1%,РИНКОВА ЦІНА,21,3,18,"0,14","0,86"
TAN-18,Мелодії Парижа,COMPETITOR,Tango Travel,Франція,257,366,352,-109,-95,"-26,99%",10,60,"0,59","0,70",-11%,ДЕШЕВИЙ,71,3,68,"0,04","0,96"
TAN-19,"Ідеальна четвірка: Краків, Прага, Відень, Будапешт",COMPETITOR,Tango Travel,Чехія,173,204,199,-31,-26,"-13,07%",8,78,"0,71","0,68",3%,РИНКОВА ЦІНА,22,3,19,"0,14","0,86"
TAN-20,"Загадка Австрії: Відень, Зальцбург, Гальштат",COMPETITOR,Tango Travel,Австрія,203,210,199,-7,4,"2,01%",22,108,"0,71","0,63",7%,РИНКОВА ЦІНА,39,3,36,"0,08","0,92"
TAN-21,Австрійські панорами: Відень та Гальштат,COMPETITOR,Tango Travel,Австрія,232,210,199,22,33,"16,58%",25,137,"0,60","0,63",-4%,ДОРОГИЙ,39,3,36,"0,08","0,92"
TAN-22,"Край Тоскани - Флоренція, Піза, Рим",COMPETITOR,Tango Travel,Італія,299,340,338,-41,-39,"-11,47%",43,160,"0,75","0,63",12%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
TAN-23,Вікенд для душі: Угорщина + Словаччина,COMPETITOR,Tango Travel,Угорщина,115,162,159,-47,-44,"-27,79%",5,26,"0,55","0,63",-8%,ДЕШЕВИЙ,12,2,10,"0,17","0,83"
TAN-24,У пошуках дива - Македонія!,COMPETITOR,Tango Travel,Північна Македонія,110,110,110,0,0,"0,00%",1,0,"0,71","0,71",0%,РИНКОВА ЦІНА,1,0,1,"0,00","1,00"
TAN-25,"Тільки Італія: Венеція, Мілан, Рим, Неаполь та Флоренція",COMPETITOR,Tango Travel,Італія,378,340,338,38,40,"11,92%",72,239,"0,65","0,63",2%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
TAN-26,"Альпійський експрес: Венеція, Цюрих, Зальцбург",COMPETITOR,Tango Travel,Швейцарія,269,333,334,-64,-65,"-19,34%",7,81,"0,65","0,74",-9%,ДЕШЕВИЙ,29,1,28,"0,03","0,97"
TAN-27,Париж на десерт,COMPETITOR,Tango Travel,Франція,449,366,352,83,97,"27,56%",56,252,"0,65","0,70",-5%,ДОРОГИЙ,71,3,68,"0,04","0,96"
TAN-28,"Каталонський експрес: Монако, Ніцца, Барселона",COMPETITOR,Tango Travel,Іспанія,377,538,505,-161,-128,"-25,27%",3,35,"0,57","0,64",-7%,ДЕШЕВИЙ,22,2,20,"0,09","0,91"
TAN-29,Вихідні у Кракові + Енерджіландія,COMPETITOR,Tango Travel,Польща,137,189,147,-52,-10,"-6,80%",6,38,"0,71","0,60",11%,РИНКОВА ЦІНА,16,4,12,"0,25","0,75"
TAN-30,Незвіданий край - Боснія і Герцеґовина,COMPETITOR,Tango Travel,Боснія і Герцеговина,183,183,183,0,0,"0,00%",1,0,"0,69","0,69",0%,РИНКОВА ЦІНА,1,0,1,"0,00","1,00"
TAN-31,"В цьому році в моді лазурний:  Ніцца, Монако, Портофіно",COMPETITOR,Tango Travel,Франція,233,366,352,-134,-120,"-33,95%",3,35,"0,60","0,70",-10%,ДЕШЕВИЙ,71,3,68,"0,04","0,96"
TAN-32,Албанія - морська пригода,COMPETITOR,Tango Travel,Албанія,315,514,523,-199,-208,"-39,71%",1,0,"0,48","0,64",-16%,ДЕШЕВИЙ,9,0,9,"0,00","1,00"
TAN-33,Словенія - альпійські термали,COMPETITOR,Tango Travel,Словенія,135,135,135,0,0,"0,00%",1,0,"0,65","0,65",0%,РИНКОВА ЦІНА,1,0,1,"0,00","1,00"
TAN-34,"Литовські вихідні: Вільнюс, Тракай, Друскінінкай",COMPETITOR,Tango Travel,Литва,120,152,160,-32,-40,"-25,00%",1,0,"0,61","0,69",-8%,ДЕШЕВИЙ,3,0,3,"0,00","1,00"
TAN-35,Зірки півночі: Рига та Норвезькі фіорди!,COMPETITOR,Tango Travel,Норвегія,385,527,538,-142,-153,"-28,44%",1,0,"0,52","0,69",-17%,ДЕШЕВИЙ,9,1,8,"0,11","0,89"
TAN-36,Греція. Між небом та землею,COMPETITOR,Tango Travel,Греція,330,420,407,-90,-77,"-18,94%",9,125,"0,58","0,54",3%,ДЕШЕВИЙ,28,2,26,"0,07","0,93"
TAN-37,Карнавальна мандрівка,COMPETITOR,Tango Travel,Італія,318,340,338,-22,-20,"-5,85%",49,179,"0,73","0,63",10%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
TAN-38,"Нові горизонти: Таллінн, Стокгольм, Копенгаген, Амстердам",COMPETITOR,Tango Travel,Швеція,560,336,290,225,271,"93,44%",8,395,"0,33","0,58",-25%,ДОРОГИЙ,8,0,8,"0,00","1,00"
TAN-39,Зимові розваги - Закопане!,COMPETITOR,Tango Travel,Польща,229,189,147,40,82,"55,78%",14,130,"0,44","0,60",-15%,ДОРОГИЙ,16,4,12,"0,25","0,75"
